experiment	biological	genotype	genotype_barplot	treatment	genotype_treatment	genotype_treatment_biological	flowpot_number	plant_no	FW_g
FP_gluco	bio2	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	BFO	pen2_cyp71a12_a13_BFO	pen2_cyp71a12_a13_BFO_bio2	fp1	pl4	0.0126
FP_gluco	bio2	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	BFO	pen2_cyp71a12_a13_BFO	pen2_cyp71a12_a13_BFO_bio2	fp2	pl1	0.0459
FP_gluco	bio2	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	BFO	pen2_cyp71a12_a13_BFO	pen2_cyp71a12_a13_BFO_bio2	fp2	pl2	0.0184
FP_gluco	bio2	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	BFO	pen2_cyp71a12_a13_BFO	pen2_cyp71a12_a13_BFO_bio2	fp2	pl3	0.0488
FP_gluco	bio2	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	BFO	pen2_cyp71a12_a13_BFO	pen2_cyp71a12_a13_BFO_bio2	fp2	pl4	0.0348
FP_gluco	bio2	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	BFO	pen2_cyp71a12_a13_BFO	pen2_cyp71a12_a13_BFO_bio2	fp3	pl1	0.013
FP_gluco	bio2	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	BFO	pen2_cyp71a12_a13_BFO	pen2_cyp71a12_a13_BFO_bio2	fp3	pl2	0.0438
FP_gluco	bio2	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	BFO	pen2_cyp71a12_a13_BFO	pen2_cyp71a12_a13_BFO_bio2	fp3	pl3	0.024
FP_gluco	bio2	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	BFO	pen2_cyp71a12_a13_BFO	pen2_cyp71a12_a13_BFO_bio2	fp3	pl4	0.0341
FP_gluco	bio2	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	BFO	pen2_cyp71a12_a13_BFO	pen2_cyp71a12_a13_BFO_bio2	fp4	pl1	0.0461
FP_gluco	bio2	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	BFO	pen2_cyp71a12_a13_BFO	pen2_cyp71a12_a13_BFO_bio2	fp4	pl2	0.0458
FP_gluco	bio2	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	BFO	pen2_cyp71a12_a13_BFO	pen2_cyp71a12_a13_BFO_bio2	fp4	pl3	0.0551
FP_gluco	bio2	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	BFO	pen2_cyp71a12_a13_BFO	pen2_cyp71a12_a13_BFO_bio2	fp4	pl4	0.0318
FP_gluco	bio2	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	BFO	pen2_cyp71a12_a13_BFO	pen2_cyp71a12_a13_BFO_bio2	fp5	pl1	0.0174
FP_gluco	bio2	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	BFO	pen2_cyp71a12_a13_BFO	pen2_cyp71a12_a13_BFO_bio2	fp5	pl2	0.0193
FP_gluco	bio2	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	BFO	pen2_cyp71a12_a13_BFO	pen2_cyp71a12_a13_BFO_bio2	fp5	pl3	0.0306
FP_gluco	bio2	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	BFO	pen2_cyp71a12_a13_BFO	pen2_cyp71a12_a13_BFO_bio2	fp5	pl4	0.0137
FP_gluco	bio2	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	BFO	pen2_cyp71a12_a13_BFO	pen2_cyp71a12_a13_BFO_bio2	fp6	pl1	0.0297
FP_gluco	bio2	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	BFO	pen2_cyp71a12_a13_BFO	pen2_cyp71a12_a13_BFO_bio2	fp6	pl2	0.0164
FP_gluco	bio2	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	BFO	pen2_cyp71a12_a13_BFO	pen2_cyp71a12_a13_BFO_bio2	fp6	pl3	0.021
FP_gluco	bio2	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	BFO	pen2_cyp71a12_a13_BFO	pen2_cyp71a12_a13_BFO_bio2	fp6	pl4	0.0152
FP_gluco	bio2	quintuple	cquintuple	sterile	quintuple_sterile	quintuple_sterile_bio2	fp1	pl1	0.0086
FP_gluco	bio2	quintuple	cquintuple	sterile	quintuple_sterile	quintuple_sterile_bio2	fp1	pl2	0.0221
FP_gluco	bio2	quintuple	cquintuple	sterile	quintuple_sterile	quintuple_sterile_bio2	fp1	pl3	0.018
FP_gluco	bio2	quintuple	cquintuple	sterile	quintuple_sterile	quintuple_sterile_bio2	fp1	pl4	0.0051
FP_gluco	bio2	quintuple	cquintuple	sterile	quintuple_sterile	quintuple_sterile_bio2	fp2	pl1	0.0133
FP_gluco	bio2	quintuple	cquintuple	sterile	quintuple_sterile	quintuple_sterile_bio2	fp2	pl2	0.0159
FP_gluco	bio2	quintuple	cquintuple	sterile	quintuple_sterile	quintuple_sterile_bio2	fp2	pl3	0.0201
FP_gluco	bio2	quintuple	cquintuple	sterile	quintuple_sterile	quintuple_sterile_bio2	fp2	pl4	0.0231
FP_gluco	bio2	quintuple	cquintuple	sterile	quintuple_sterile	quintuple_sterile_bio2	fp3	pl1	0.0238
FP_gluco	bio2	quintuple	cquintuple	sterile	quintuple_sterile	quintuple_sterile_bio2	fp3	pl2	0.03
FP_gluco	bio2	quintuple	cquintuple	sterile	quintuple_sterile	quintuple_sterile_bio2	fp3	pl3	0.0174
FP_gluco	bio2	quintuple	cquintuple	sterile	quintuple_sterile	quintuple_sterile_bio2	fp3	pl4	
FP_gluco	bio2	quintuple	cquintuple	sterile	quintuple_sterile	quintuple_sterile_bio2	fp4	pl1	0.0345
FP_gluco	bio2	quintuple	cquintuple	sterile	quintuple_sterile	quintuple_sterile_bio2	fp4	pl2	0.0091
FP_gluco	bio2	quintuple	cquintuple	sterile	quintuple_sterile	quintuple_sterile_bio2	fp4	pl3	0.0159
FP_gluco	bio2	quintuple	cquintuple	sterile	quintuple_sterile	quintuple_sterile_bio2	fp4	pl4	0.0049
FP_gluco	bio2	quintuple	cquintuple	sterile	quintuple_sterile	quintuple_sterile_bio2	fp5	pl1	0.0316
FP_gluco	bio2	quintuple	cquintuple	sterile	quintuple_sterile	quintuple_sterile_bio2	fp5	pl2	0.0134
FP_gluco	bio2	quintuple	cquintuple	sterile	quintuple_sterile	quintuple_sterile_bio2	fp5	pl3	0.0047
FP_gluco	bio2	quintuple	cquintuple	sterile	quintuple_sterile	quintuple_sterile_bio2	fp5	pl4	
FP_gluco	bio2	quintuple	cquintuple	sterile	quintuple_sterile	quintuple_sterile_bio2	fp6	pl1	0.0339
FP_gluco	bio2	quintuple	cquintuple	sterile	quintuple_sterile	quintuple_sterile_bio2	fp6	pl2	0.0372
FP_gluco	bio2	quintuple	cquintuple	sterile	quintuple_sterile	quintuple_sterile_bio2	fp6	pl3	0.0245
FP_gluco	bio2	quintuple	cquintuple	sterile	quintuple_sterile	quintuple_sterile_bio2	fp6	pl4	0.0534
FP_gluco	bio2	quintuple	cquintuple	BFO	quintuple_BFO	quintuple_BFO_bio2	fp1	pl1	0.0287
FP_gluco	bio2	quintuple	cquintuple	BFO	quintuple_BFO	quintuple_BFO_bio2	fp1	pl2	0.0568
FP_gluco	bio2	quintuple	cquintuple	BFO	quintuple_BFO	quintuple_BFO_bio2	fp1	pl3	0.0782
FP_gluco	bio2	quintuple	cquintuple	BFO	quintuple_BFO	quintuple_BFO_bio2	fp1	pl4	0.0327
FP_gluco	bio2	quintuple	cquintuple	BFO	quintuple_BFO	quintuple_BFO_bio2	fp2	pl1	0.0667
FP_gluco	bio2	quintuple	cquintuple	BFO	quintuple_BFO	quintuple_BFO_bio2	fp2	pl2	0.0441
FP_gluco	bio2	quintuple	cquintuple	BFO	quintuple_BFO	quintuple_BFO_bio2	fp2	pl3	0.0806
FP_gluco	bio2	quintuple	cquintuple	BFO	quintuple_BFO	quintuple_BFO_bio2	fp2	pl4	
FP_gluco	bio2	quintuple	cquintuple	BFO	quintuple_BFO	quintuple_BFO_bio2	fp3	pl1	0.0136
FP_gluco	bio2	quintuple	cquintuple	BFO	quintuple_BFO	quintuple_BFO_bio2	fp3	pl2	0.1176
FP_gluco	bio2	quintuple	cquintuple	BFO	quintuple_BFO	quintuple_BFO_bio2	fp3	pl3	0.0369
FP_gluco	bio2	quintuple	cquintuple	BFO	quintuple_BFO	quintuple_BFO_bio2	fp3	pl4	
FP_gluco	bio2	quintuple	cquintuple	BFO	quintuple_BFO	quintuple_BFO_bio2	fp4	pl1	0.0265
FP_gluco	bio2	quintuple	cquintuple	BFO	quintuple_BFO	quintuple_BFO_bio2	fp4	pl2	0.0362
FP_gluco	bio2	quintuple	cquintuple	BFO	quintuple_BFO	quintuple_BFO_bio2	fp4	pl3	0.013
FP_gluco	bio2	quintuple	cquintuple	BFO	quintuple_BFO	quintuple_BFO_bio2	fp4	pl4	0.0048
FP_gluco	bio2	quintuple	cquintuple	BFO	quintuple_BFO	quintuple_BFO_bio2	fp5	pl1	0.0073
FP_gluco	bio2	quintuple	cquintuple	BFO	quintuple_BFO	quintuple_BFO_bio2	fp5	pl2	0.0296
FP_gluco	bio2	quintuple	cquintuple	BFO	quintuple_BFO	quintuple_BFO_bio2	fp5	pl3	0.0164
FP_gluco	bio2	quintuple	cquintuple	BFO	quintuple_BFO	quintuple_BFO_bio2	fp5	pl4	
FP_gluco	bio2	quintuple	cquintuple	BFO	quintuple_BFO	quintuple_BFO_bio2	fp6	pl1	0.0337
FP_gluco	bio2	quintuple	cquintuple	BFO	quintuple_BFO	quintuple_BFO_bio2	fp6	pl2	0.0201
FP_gluco	bio2	quintuple	cquintuple	BFO	quintuple_BFO	quintuple_BFO_bio2	fp6	pl3	0.0089
FP_gluco	bio2	quintuple	cquintuple	BFO	quintuple_BFO	quintuple_BFO_bio2	fp6	pl4	0.0264
FP_gluco	bio2	pen2_pad3	fpen2_pad3	sterile	pen2_pad3_sterile	pen2_pad3_sterile_bio2	fp1	pl1	
FP_gluco	bio2	pen2_pad3	fpen2_pad3	sterile	pen2_pad3_sterile	pen2_pad3_sterile_bio2	fp1	pl2	
FP_gluco	bio2	pen2_pad3	fpen2_pad3	sterile	pen2_pad3_sterile	pen2_pad3_sterile_bio2	fp1	pl3	
FP_gluco	bio2	pen2_pad3	fpen2_pad3	sterile	pen2_pad3_sterile	pen2_pad3_sterile_bio2	fp1	pl4	
FP_gluco	bio2	pen2_pad3	fpen2_pad3	sterile	pen2_pad3_sterile	pen2_pad3_sterile_bio2	fp2	pl1	
FP_gluco	bio2	pen2_pad3	fpen2_pad3	sterile	pen2_pad3_sterile	pen2_pad3_sterile_bio2	fp2	pl2	
FP_gluco	bio2	pen2_pad3	fpen2_pad3	sterile	pen2_pad3_sterile	pen2_pad3_sterile_bio2	fp2	pl3	
FP_gluco	bio2	pen2_pad3	fpen2_pad3	sterile	pen2_pad3_sterile	pen2_pad3_sterile_bio2	fp2	pl4	
FP_gluco	bio2	pen2_pad3	fpen2_pad3	sterile	pen2_pad3_sterile	pen2_pad3_sterile_bio2	fp3	pl1	
FP_gluco	bio2	pen2_pad3	fpen2_pad3	sterile	pen2_pad3_sterile	pen2_pad3_sterile_bio2	fp3	pl2	
FP_gluco	bio2	pen2_pad3	fpen2_pad3	sterile	pen2_pad3_sterile	pen2_pad3_sterile_bio2	fp3	pl3	
FP_gluco	bio2	pen2_pad3	fpen2_pad3	sterile	pen2_pad3_sterile	pen2_pad3_sterile_bio2	fp3	pl4	
FP_gluco	bio2	pen2_pad3	fpen2_pad3	sterile	pen2_pad3_sterile	pen2_pad3_sterile_bio2	fp4	pl1	
FP_gluco	bio2	pen2_pad3	fpen2_pad3	sterile	pen2_pad3_sterile	pen2_pad3_sterile_bio2	fp4	pl2	
FP_gluco	bio2	pen2_pad3	fpen2_pad3	sterile	pen2_pad3_sterile	pen2_pad3_sterile_bio2	fp4	pl3	
FP_gluco	bio2	pen2_pad3	fpen2_pad3	sterile	pen2_pad3_sterile	pen2_pad3_sterile_bio2	fp4	pl4	
FP_gluco	bio2	pen2_pad3	fpen2_pad3	sterile	pen2_pad3_sterile	pen2_pad3_sterile_bio2	fp5	pl1	
FP_gluco	bio2	pen2_pad3	fpen2_pad3	sterile	pen2_pad3_sterile	pen2_pad3_sterile_bio2	fp5	pl2	
FP_gluco	bio2	pen2_pad3	fpen2_pad3	sterile	pen2_pad3_sterile	pen2_pad3_sterile_bio2	fp5	pl3	
FP_gluco	bio2	pen2_pad3	fpen2_pad3	sterile	pen2_pad3_sterile	pen2_pad3_sterile_bio2	fp5	pl4	
FP_gluco	bio2	pen2_pad3	fpen2_pad3	sterile	pen2_pad3_sterile	pen2_pad3_sterile_bio2	fp6	pl1	
FP_gluco	bio2	pen2_pad3	fpen2_pad3	sterile	pen2_pad3_sterile	pen2_pad3_sterile_bio2	fp6	pl2	
FP_gluco	bio2	pen2_pad3	fpen2_pad3	sterile	pen2_pad3_sterile	pen2_pad3_sterile_bio2	fp6	pl3	
FP_gluco	bio2	pen2_pad3	fpen2_pad3	sterile	pen2_pad3_sterile	pen2_pad3_sterile_bio2	fp6	pl4	
FP_gluco	bio2	pen2_pad3	fpen2_pad3	BFO	pen2_pad3_BFO	pen2_pad3_BFO_bio2	fp1	pl1	0.1216
FP_gluco	bio2	pen2_pad3	fpen2_pad3	BFO	pen2_pad3_BFO	pen2_pad3_BFO_bio2	fp1	pl2	0.05
FP_gluco	bio2	pen2_pad3	fpen2_pad3	BFO	pen2_pad3_BFO	pen2_pad3_BFO_bio2	fp1	pl3	0.0402
FP_gluco	bio2	pen2_pad3	fpen2_pad3	BFO	pen2_pad3_BFO	pen2_pad3_BFO_bio2	fp1	pl4	0.0568
FP_gluco	bio2	pen2_pad3	fpen2_pad3	BFO	pen2_pad3_BFO	pen2_pad3_BFO_bio2	fp2	pl1	0.013
FP_gluco	bio2	pen2_pad3	fpen2_pad3	BFO	pen2_pad3_BFO	pen2_pad3_BFO_bio2	fp2	pl2	0.0436
FP_gluco	bio2	pen2_pad3	fpen2_pad3	BFO	pen2_pad3_BFO	pen2_pad3_BFO_bio2	fp2	pl3	0.0429
FP_gluco	bio2	pen2_pad3	fpen2_pad3	BFO	pen2_pad3_BFO	pen2_pad3_BFO_bio2	fp2	pl4	0.0236
FP_gluco	bio2	pen2_pad3	fpen2_pad3	BFO	pen2_pad3_BFO	pen2_pad3_BFO_bio2	fp3	pl1	0.0348
FP_gluco	bio2	pen2_pad3	fpen2_pad3	BFO	pen2_pad3_BFO	pen2_pad3_BFO_bio2	fp3	pl2	0.0158
FP_gluco	bio2	pen2_pad3	fpen2_pad3	BFO	pen2_pad3_BFO	pen2_pad3_BFO_bio2	fp3	pl3	0.0546
FP_gluco	bio2	pen2_pad3	fpen2_pad3	BFO	pen2_pad3_BFO	pen2_pad3_BFO_bio2	fp3	pl4	0.0715
FP_gluco	bio2	pen2_pad3	fpen2_pad3	BFO	pen2_pad3_BFO	pen2_pad3_BFO_bio2	fp4	pl1	0.0147
FP_gluco	bio2	pen2_pad3	fpen2_pad3	BFO	pen2_pad3_BFO	pen2_pad3_BFO_bio2	fp4	pl2	0.0257
FP_gluco	bio2	pen2_pad3	fpen2_pad3	BFO	pen2_pad3_BFO	pen2_pad3_BFO_bio2	fp4	pl3	0.0157
FP_gluco	bio2	pen2_pad3	fpen2_pad3	BFO	pen2_pad3_BFO	pen2_pad3_BFO_bio2	fp4	pl4	0.0081
FP_gluco	bio2	pen2_pad3	fpen2_pad3	BFO	pen2_pad3_BFO	pen2_pad3_BFO_bio2	fp5	pl1	0.0165
FP_gluco	bio2	pen2_pad3	fpen2_pad3	BFO	pen2_pad3_BFO	pen2_pad3_BFO_bio2	fp5	pl2	0.0222
FP_gluco	bio2	pen2_pad3	fpen2_pad3	BFO	pen2_pad3_BFO	pen2_pad3_BFO_bio2	fp5	pl3	0.0245
FP_gluco	bio2	pen2_pad3	fpen2_pad3	BFO	pen2_pad3_BFO	pen2_pad3_BFO_bio2	fp5	pl4	0.0133
FP_gluco	bio2	pen2_pad3	fpen2_pad3	BFO	pen2_pad3_BFO	pen2_pad3_BFO_bio2	fp6	pl1	0.0144
FP_gluco	bio2	pen2_pad3	fpen2_pad3	BFO	pen2_pad3_BFO	pen2_pad3_BFO_bio2	fp6	pl2	0.0695
FP_gluco	bio2	pen2_pad3	fpen2_pad3	BFO	pen2_pad3_BFO	pen2_pad3_BFO_bio2	fp6	pl3	0.0122
FP_gluco	bio2	pen2_pad3	fpen2_pad3	BFO	pen2_pad3_BFO	pen2_pad3_BFO_bio2	fp6	pl4	0.0027
FP_gluco	bio2	pyk_bglu	jpyk_bglu	sterile	pyk_bglu_sterile	pyk_bglu_sterile_bio2	fp1	pl1	
FP_gluco	bio2	pyk_bglu	jpyk_bglu	sterile	pyk_bglu_sterile	pyk_bglu_sterile_bio2	fp1	pl2	
FP_gluco	bio2	pyk_bglu	jpyk_bglu	sterile	pyk_bglu_sterile	pyk_bglu_sterile_bio2	fp1	pl3	
FP_gluco	bio2	pyk_bglu	jpyk_bglu	sterile	pyk_bglu_sterile	pyk_bglu_sterile_bio2	fp1	pl4	
FP_gluco	bio2	pyk_bglu	jpyk_bglu	sterile	pyk_bglu_sterile	pyk_bglu_sterile_bio2	fp2	pl1	
FP_gluco	bio2	pyk_bglu	jpyk_bglu	sterile	pyk_bglu_sterile	pyk_bglu_sterile_bio2	fp2	pl2	
FP_gluco	bio2	pyk_bglu	jpyk_bglu	sterile	pyk_bglu_sterile	pyk_bglu_sterile_bio2	fp2	pl3	
FP_gluco	bio2	pyk_bglu	jpyk_bglu	sterile	pyk_bglu_sterile	pyk_bglu_sterile_bio2	fp2	pl4	
FP_gluco	bio2	pyk_bglu	jpyk_bglu	sterile	pyk_bglu_sterile	pyk_bglu_sterile_bio2	fp3	pl1	
FP_gluco	bio2	pyk_bglu	jpyk_bglu	sterile	pyk_bglu_sterile	pyk_bglu_sterile_bio2	fp3	pl2	
FP_gluco	bio2	pyk_bglu	jpyk_bglu	sterile	pyk_bglu_sterile	pyk_bglu_sterile_bio2	fp3	pl3	
FP_gluco	bio2	pyk_bglu	jpyk_bglu	sterile	pyk_bglu_sterile	pyk_bglu_sterile_bio2	fp3	pl4	
FP_gluco	bio2	pyk_bglu	jpyk_bglu	sterile	pyk_bglu_sterile	pyk_bglu_sterile_bio2	fp4	pl1	
FP_gluco	bio2	pyk_bglu	jpyk_bglu	sterile	pyk_bglu_sterile	pyk_bglu_sterile_bio2	fp4	pl2	
FP_gluco	bio2	pyk_bglu	jpyk_bglu	sterile	pyk_bglu_sterile	pyk_bglu_sterile_bio2	fp4	pl3	
FP_gluco	bio2	pyk_bglu	jpyk_bglu	sterile	pyk_bglu_sterile	pyk_bglu_sterile_bio2	fp4	pl4	
FP_gluco	bio2	pyk_bglu	jpyk_bglu	sterile	pyk_bglu_sterile	pyk_bglu_sterile_bio2	fp5	pl1	
FP_gluco	bio2	pyk_bglu	jpyk_bglu	sterile	pyk_bglu_sterile	pyk_bglu_sterile_bio2	fp5	pl2	
FP_gluco	bio2	pyk_bglu	jpyk_bglu	sterile	pyk_bglu_sterile	pyk_bglu_sterile_bio2	fp5	pl3	
FP_gluco	bio2	pyk_bglu	jpyk_bglu	sterile	pyk_bglu_sterile	pyk_bglu_sterile_bio2	fp5	pl4	
FP_gluco	bio2	pyk_bglu	jpyk_bglu	sterile	pyk_bglu_sterile	pyk_bglu_sterile_bio2	fp6	pl1	
FP_gluco	bio2	pyk_bglu	jpyk_bglu	sterile	pyk_bglu_sterile	pyk_bglu_sterile_bio2	fp6	pl2	
FP_gluco	bio2	pyk_bglu	jpyk_bglu	sterile	pyk_bglu_sterile	pyk_bglu_sterile_bio2	fp6	pl3	
FP_gluco	bio2	pyk_bglu	jpyk_bglu	sterile	pyk_bglu_sterile	pyk_bglu_sterile_bio2	fp6	pl4	
FP_gluco	bio2	pyk_bglu	jpyk_bglu	BFO	pyk_bglu_BFO	pyk_bglu_BFO_bio2	fp1	pl1	0.0393
FP_gluco	bio2	pyk_bglu	jpyk_bglu	BFO	pyk_bglu_BFO	pyk_bglu_BFO_bio2	fp1	pl2	0.039
FP_gluco	bio2	pyk_bglu	jpyk_bglu	BFO	pyk_bglu_BFO	pyk_bglu_BFO_bio2	fp1	pl3	0.0269
FP_gluco	bio2	pyk_bglu	jpyk_bglu	BFO	pyk_bglu_BFO	pyk_bglu_BFO_bio2	fp1	pl4	0.0132
FP_gluco	bio2	pyk_bglu	jpyk_bglu	BFO	pyk_bglu_BFO	pyk_bglu_BFO_bio2	fp2	pl1	0.042
FP_gluco	bio2	pyk_bglu	jpyk_bglu	BFO	pyk_bglu_BFO	pyk_bglu_BFO_bio2	fp2	pl2	0.0103
FP_gluco	bio2	pyk_bglu	jpyk_bglu	BFO	pyk_bglu_BFO	pyk_bglu_BFO_bio2	fp2	pl3	0.0221
FP_gluco	bio2	pyk_bglu	jpyk_bglu	BFO	pyk_bglu_BFO	pyk_bglu_BFO_bio2	fp2	pl4	0.004
FP_gluco	bio2	pyk_bglu	jpyk_bglu	BFO	pyk_bglu_BFO	pyk_bglu_BFO_bio2	fp3	pl1	0.1167
FP_gluco	bio2	pyk_bglu	jpyk_bglu	BFO	pyk_bglu_BFO	pyk_bglu_BFO_bio2	fp3	pl2	0.1336
FP_gluco	bio2	pyk_bglu	jpyk_bglu	BFO	pyk_bglu_BFO	pyk_bglu_BFO_bio2	fp3	pl3	0.0183
FP_gluco	bio2	pyk_bglu	jpyk_bglu	BFO	pyk_bglu_BFO	pyk_bglu_BFO_bio2	fp3	pl4	
FP_gluco	bio2	pyk_bglu	jpyk_bglu	BFO	pyk_bglu_BFO	pyk_bglu_BFO_bio2	fp4	pl1	0.0138
FP_gluco	bio2	pyk_bglu	jpyk_bglu	BFO	pyk_bglu_BFO	pyk_bglu_BFO_bio2	fp4	pl2	0.0156
FP_gluco	bio2	pyk_bglu	jpyk_bglu	BFO	pyk_bglu_BFO	pyk_bglu_BFO_bio2	fp4	pl3	0.0336
FP_gluco	bio2	pyk_bglu	jpyk_bglu	BFO	pyk_bglu_BFO	pyk_bglu_BFO_bio2	fp4	pl4	0.0144
FP_gluco	bio2	pyk_bglu	jpyk_bglu	BFO	pyk_bglu_BFO	pyk_bglu_BFO_bio2	fp5	pl1	0.031
FP_gluco	bio2	pyk_bglu	jpyk_bglu	BFO	pyk_bglu_BFO	pyk_bglu_BFO_bio2	fp5	pl2	0.0227
FP_gluco	bio2	pyk_bglu	jpyk_bglu	BFO	pyk_bglu_BFO	pyk_bglu_BFO_bio2	fp5	pl3	0.0326
FP_gluco	bio2	pyk_bglu	jpyk_bglu	BFO	pyk_bglu_BFO	pyk_bglu_BFO_bio2	fp5	pl4	0.0363
FP_gluco	bio2	pyk_bglu	jpyk_bglu	BFO	pyk_bglu_BFO	pyk_bglu_BFO_bio2	fp6	pl1	0.0161
FP_gluco	bio2	pyk_bglu	jpyk_bglu	BFO	pyk_bglu_BFO	pyk_bglu_BFO_bio2	fp6	pl2	0.017
FP_gluco	bio2	pyk_bglu	jpyk_bglu	BFO	pyk_bglu_BFO	pyk_bglu_BFO_bio2	fp6	pl3	0.0087
FP_gluco	bio2	pyk_bglu	jpyk_bglu	BFO	pyk_bglu_BFO	pyk_bglu_BFO_bio2	fp6	pl4	0.0052
FP_gluco	bio2	pen2	gpen2	sterile	pen2_sterile	pen2_sterile_bio2	fp1	pl1	0.0463
FP_gluco	bio2	pen2	gpen2	sterile	pen2_sterile	pen2_sterile_bio2	fp1	pl2	0.0272
FP_gluco	bio2	pen2	gpen2	sterile	pen2_sterile	pen2_sterile_bio2	fp1	pl3	0.0285
FP_gluco	bio2	pen2	gpen2	sterile	pen2_sterile	pen2_sterile_bio2	fp1	pl4	0.0295
FP_gluco	bio2	pen2	gpen2	sterile	pen2_sterile	pen2_sterile_bio2	fp2	pl1	0.014
FP_gluco	bio2	pen2	gpen2	sterile	pen2_sterile	pen2_sterile_bio2	fp2	pl2	0.0357
FP_gluco	bio2	pen2	gpen2	sterile	pen2_sterile	pen2_sterile_bio2	fp2	pl3	0.0338
FP_gluco	bio2	pen2	gpen2	sterile	pen2_sterile	pen2_sterile_bio2	fp2	pl4	0.0177
FP_gluco	bio2	pen2	gpen2	sterile	pen2_sterile	pen2_sterile_bio2	fp3	pl1	0.026
FP_gluco	bio2	pen2	gpen2	sterile	pen2_sterile	pen2_sterile_bio2	fp3	pl2	0.0177
FP_gluco	bio2	pen2	gpen2	sterile	pen2_sterile	pen2_sterile_bio2	fp3	pl3	0.0147
FP_gluco	bio2	pen2	gpen2	sterile	pen2_sterile	pen2_sterile_bio2	fp3	pl4	0.0307
FP_gluco	bio2	pen2	gpen2	sterile	pen2_sterile	pen2_sterile_bio2	fp4	pl1	0.015
FP_gluco	bio2	pen2	gpen2	sterile	pen2_sterile	pen2_sterile_bio2	fp4	pl2	0.0334
FP_gluco	bio2	pen2	gpen2	sterile	pen2_sterile	pen2_sterile_bio2	fp4	pl3	0.0155
FP_gluco	bio2	pen2	gpen2	sterile	pen2_sterile	pen2_sterile_bio2	fp4	pl4	0.0187
FP_gluco	bio2	pen2	gpen2	sterile	pen2_sterile	pen2_sterile_bio2	fp5	pl1	0.0226
FP_gluco	bio2	pen2	gpen2	sterile	pen2_sterile	pen2_sterile_bio2	fp5	pl2	0.034
FP_gluco	bio2	pen2	gpen2	sterile	pen2_sterile	pen2_sterile_bio2	fp5	pl3	0.0135
FP_gluco	bio2	pen2	gpen2	sterile	pen2_sterile	pen2_sterile_bio2	fp5	pl4	
FP_gluco	bio2	pen2	gpen2	sterile	pen2_sterile	pen2_sterile_bio2	fp6	pl1	0.0426
FP_gluco	bio2	pen2	gpen2	sterile	pen2_sterile	pen2_sterile_bio2	fp6	pl2	0.0338
FP_gluco	bio2	pen2	gpen2	sterile	pen2_sterile	pen2_sterile_bio2	fp6	pl3	0.0161
FP_gluco	bio2	pen2	gpen2	sterile	pen2_sterile	pen2_sterile_bio2	fp6	pl4	0.026
FP_gluco	bio2	pen2	gpen2	BFO	pen2_BFO	pen2_BFO_bio2	fp1	pl1	0.0489
FP_gluco	bio2	pen2	gpen2	BFO	pen2_BFO	pen2_BFO_bio2	fp1	pl2	0.0563
FP_gluco	bio2	pen2	gpen2	BFO	pen2_BFO	pen2_BFO_bio2	fp1	pl3	0.0256
FP_gluco	bio2	pen2	gpen2	BFO	pen2_BFO	pen2_BFO_bio2	fp1	pl4	0.0476
FP_gluco	bio2	pen2	gpen2	BFO	pen2_BFO	pen2_BFO_bio2	fp2	pl1	0.0374
FP_gluco	bio2	pen2	gpen2	BFO	pen2_BFO	pen2_BFO_bio2	fp2	pl2	0.0365
FP_gluco	bio2	pen2	gpen2	BFO	pen2_BFO	pen2_BFO_bio2	fp2	pl3	0.0274
FP_gluco	bio2	pen2	gpen2	BFO	pen2_BFO	pen2_BFO_bio2	fp2	pl4	0.03
FP_gluco	bio2	pen2	gpen2	BFO	pen2_BFO	pen2_BFO_bio2	fp3	pl1	0.0664
FP_gluco	bio2	pen2	gpen2	BFO	pen2_BFO	pen2_BFO_bio2	fp3	pl2	0.0499
FP_gluco	bio2	pen2	gpen2	BFO	pen2_BFO	pen2_BFO_bio2	fp3	pl3	0.0477
FP_gluco	bio2	pen2	gpen2	BFO	pen2_BFO	pen2_BFO_bio2	fp3	pl4	0.0596
FP_gluco	bio2	pen2	gpen2	BFO	pen2_BFO	pen2_BFO_bio2	fp4	pl1	0.0439
FP_gluco	bio2	pen2	gpen2	BFO	pen2_BFO	pen2_BFO_bio2	fp4	pl2	0.0473
